Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,65.379,65.687,66.655,66.759,66.859,66.95,67.03,67.103,67.175,67.252,67.341,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,74.81317073,77.46585366,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.83414634,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,76.6,79.05609756,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.52439024,82.52682927,82.52682927,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,68.704,72.303,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,60.965,58.264,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839,66.187,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,52.221,55.956,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,70.386,69.902,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,75.2277561,77.92682927,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.99268293,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,56.776,57.002,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,76.93902439,77.88780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.28780488,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,65.06829268,66.96341463,70.85707317,71.06243902,71.29902439,71.8304878,71.53841463,71.24634146,70.84878049,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,69.598,72.648,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,71.925,75.011,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,62.261,67.849,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,49.987,51.203,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,47.095,50.368,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,63.287,65.242,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,54.265,57.131,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,66.723,70.689,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,77.3804878,80.87804878,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,69.31560976,71.24634146,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,75.81707317,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,78.03634146,79.65365854,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.66097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,57.865,62.505,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,62.32,65.772,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,63.837,70.176,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,66.011,69.082,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,74.80909756,76.53658537,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.70487805,82.15609756,82.60731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,76.60731707,78.95365854,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,76.97073171,79.77804878,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,82.94634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,73.204,74.142,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,78.83682927,81.07609756,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,69.872,71.73,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.33658537,65.51707317,68.29536585,68.98,69.61,70.45,71.62,72,72.3,72.95,73.15,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,57.406,50.921,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,59.636,63.144,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People’s Rep.",PRK,69.896,65.268,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,71.59756098,75.9097561,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,67.74878049,67.95121951,69.9,70.14878049,70.49756098,70.79756098,71.09756098,71.34634146,71.64634146,71.94634146,72.19512195,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,72.15,73.142,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.29756098,68.55853659,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,53.364,58.803,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,69.27317073,70.31463415,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.67804878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,70.266,74.507,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,59.837,47.691,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,46.046,51.734,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,68.503,70.852,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,..,76.82682927,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.74634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,71.16073171,72.0195122,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,76.2902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,75.01041463,77.87317073,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.09512195,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,77.296,80.407,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,51.003,58.485,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,46.096,45.09,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,70.865,72.594,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,61.529,70.173,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,45.746,48.069,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,76.78607317,78.34878049,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.34634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,..,65.23902439,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,59.688,60.706,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,69.40487805,71.66341463,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,70.866,74.34,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,63.605,64.55,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618,67.755,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,67.643,67.006,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,60.268,62.869,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,74.627,73.228,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,64.732,68.684,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,45.261,48.946,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,56.849,60.063,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,61.608,52.192,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,54.404,62.288,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,76.87804878,77.98780488,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.76097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,70.48536585,75.16341463,77.25912213,76.64683538,77.06907036,77.17621087,77.2528726,77.24430351,76.96150074,77.14878049,77.14878049,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,75.37804878,78.63658537,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,64.293,69.527,72.428,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,43.538,49.928,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,45.9,46.267,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,71.152,73.267,74.662,74.846,75.019,75.171,75.299,75.406,75.498,75.589,75.688,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,76.53731707,78.63414634,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.81219512,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,67.18,72.126,75.682,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,60.1,62.82,65.264,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,69.06926829,70.49365854,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,72.982,75.06,76.792,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,56.492,59.265,62.029,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,68.545,70.546,72.653,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,66.165,71.111,74.41,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,66.366,68.793,69.823,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,70.8902439,73.74878049,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.75365854,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,73.96585366,76.31463415,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.72439024,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,74.16917073,76.68926829,78.41909756,78.64065854,78.84758537,79.03434146,79.20246341,79.3534878,79.49497561,79.63453659,79.77819512,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,75.824,77.467,79.108,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,69.74121951,71.16341463,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.4097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,68.88609756,65.48365854,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.43195122,72.65731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,33.413,48.649,63.433,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,66.281,68.748,71.663,71.906,72.136,72.351,72.549,72.73,72.895,73.046,73.187,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..,..,..,..,85.41707317,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,58.247,61.365,67.43,67.885,68.306,68.695,69.052,69.377,69.67,69.933,70.17,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,69.078,72.561,73.917,74.089,74.254,74.402,74.533,74.651,74.761,74.874,74.998,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,57.202,57.787,64.284,64.898,65.448,65.939,66.37,66.747,67.078,67.38,67.665,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,..,71.58292683,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.53902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,68.10731707,72.77804878,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,38.563,39.441,49.382,50.234,51.018,51.731,52.372,52.941,53.444,53.895,54.309,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,75.29512195,77.95121951,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.14634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,73.05365854,..,77.06829268,77.2195122,78.29268293,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,70.93268293,73.05121951,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.16585366,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,73.20487805,75.41219512,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.02926829,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,64.365,67.442,70.674,70.985,71.296,71.601,71.896,72.173,72.424,72.645,72.835,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,45.378,50.869,53.99,54.342,54.713,55.104,55.509,55.92,56.324,56.709,57.068,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,63.307,56.048,57.669,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,43.524,49.166,54.8,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,76.83756098,78.96585366,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.33414634,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,69.509,71.333,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,71.074,73.319,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,74.52195122,76.97073171,78.72195122,78.87073171,79.02195122,79.17073171,79.32195122,79.47073171,79.62195122,79.72195122,79.87073171,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,70.58,70.809,71.776,71.827,71.879,71.939,72.01,72.095,72.193,72.3,72.415,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,55.5,58.472,62.764,63.171,63.542,63.875,64.169,64.429,64.663,64.881,65.095,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,67.436,67.822,70.465,70.676,70.851,71.002,71.133,71.249,71.358,71.463,71.57,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,77.53682927,79.64390244,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.51219512,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,77.24243902,79.6804878,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.55121951,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,70.553,73.11,72.108,71.27,70.55,70.049,69.821,69.908,70.315,70.967,71.779,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,58.824,61.974,68.736,69.055,69.34,69.609,69.874,70.137,70.397,70.647,70.879,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,50.206,50.801,58.584,59.525,60.47,61.398,62.288,63.111,63.844,64.479,65.015,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.248,70.623,74.184,74.593,74.992,75.378,75.747,76.091,76.403,76.683,76.931,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,48.492,59.002,67.186,67.477,67.72,67.953,68.197,68.459,68.735,69.007,69.26,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,55.887,53.491,57.468,58.092,58.661,59.16,59.58,59.927,60.22,60.489,60.76,..
